ORPHAcode,nombre_enfermedad,tipo_enfermedad,prevalencia_tipo,prevalencia_final,region_prevalencia,calidad_prevalencia,estado_validacion_prevalencia
631068,Autosomal dominant spastic paraplegia type 80,Disease,Cases/families,13.0,Worldwide,Case(s),Validated
631068,Autosomal dominant spastic paraplegia type 80,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
631106,Spinocerebellar ataxia type 49,Disease,Cases/families,9.0,Worldwide,Case(s),Validated
631106,Spinocerebellar ataxia type 49,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
631103,Spinocerebellar ataxia type 48,Disease,Cases/families,50.0,Worldwide,Case(s),Validated
631103,Spinocerebellar ataxia type 48,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
631095,Spinocerebellar ataxia type 44,Disease,Cases/families,7.0,Worldwide,Case(s),Validated
631095,Spinocerebellar ataxia type 44,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
631088,Autosomal recessive spastic paraplegia type 87,Disease,Cases/families,7.0,Worldwide,Case(s),Validated
631088,Autosomal recessive spastic paraplegia type 87,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
631085,Autosomal recessive spastic paraplegia type 86,Disease,Cases/families,17.0,Worldwide,Case(s),Validated
631085,Autosomal recessive spastic paraplegia type 86,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
631248,Mitchell Syndrome,Disease,Cases/families,15.0,Worldwide,Case(s),Validated
631248,Mitchell Syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
634475,Mosaic NF2-related schwannomatosis,Disease,Point prevalence,,Worldwide,Class only,Validated
634492,Mosaic schwannomatosis,Disease,Point prevalence,,Worldwide,Class only,Validated
634492,Mosaic schwannomatosis,Disease,Point prevalence,0.7928,United Kingdom,Value and class,Validated
634492,Mosaic schwannomatosis,Disease,Prevalence at birth,1.4502,United Kingdom,Value and class,Validated
634461,Mosaic neurofibromatosis type 1,Disease,Point prevalence,,Worldwide,Class only,Validated
634461,Mosaic neurofibromatosis type 1,Disease,Point prevalence,24.4618,Finland,Value and class,Validated
633228,Isolated proximal femoral focal deficiency,Morphological anomaly,Point prevalence,1.55,Worldwide,Value and class,Validated
633228,Isolated proximal femoral focal deficiency,Morphological anomaly,Prevalence at birth,1.55,Worldwide,Value and class,Validated
637064,Isolated optic nerve aplasia,Morphological anomaly,Cases/families,3.0,Worldwide,Case(s),Validated
637064,Isolated optic nerve aplasia,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
637061,Isolated optic nerve hypoplasia,Morphological anomaly,Cases/families,25.0,Worldwide,Case(s),Validated
637061,Isolated optic nerve hypoplasia,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
637051,Borna virus encephalitis,Disease,Cases/families,18.0,Worldwide,Case(s),Validated
637051,Borna virus encephalitis,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
636945,Invasive candidiasis,Disease,Point prevalence,,Europe,Class only,Validated
636945,Invasive candidiasis,Disease,Annual incidence,2.5,France,Value and class,Validated
636941,Vascular Ehlers-Danlos-polymicrogyria syndrome,Disease,Cases/families,9.0,Worldwide,Case(s),Validated
636941,Vascular Ehlers-Danlos-polymicrogyria syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
636955,Endemic pemphigus foliaceus,Disease,Point prevalence,,Europe,Class only,Validated
636955,Endemic pemphigus foliaceus,Disease,Annual incidence,0.4,Tunisia,Value and class,Validated
636950,Glaucomatocyclitic crisis disease,Disease,Point prevalence,,Europe,Class only,Validated
641829,Neonatal compartment syndrome,Clinical syndrome,Cases/families,60.0,Worldwide,Case(s),Validated
641829,Neonatal compartment syndrome,Clinical syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
641496,Childhood-onset schizophrenia,Disease,Annual incidence,0.0003,Europe,Class only,Validated
641496,Childhood-onset schizophrenia,Disease,Point prevalence,,Europe,Class only,Validated
641390,PsAPASH syndrome,Disease,Cases/families,10.0,Worldwide,Case(s),Validated
641390,PsAPASH syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
641380,PAPASH syndrome,Disease,Cases/families,20.0,Worldwide,Case(s),Validated
641380,PAPASH syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
641385,PASS syndrome,Disease,Cases/families,16.0,Worldwide,Case(s),Validated
641385,PASS syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
641368,Autosomal recessive hyper-IgE syndrome due to ZNF341 deficiency,Disease,Cases/families,61.0,Worldwide,Case(s),Validated
641368,Autosomal recessive hyper-IgE syndrome due to ZNF341 deficiency,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
641353,Infantile neurodegeneration-progressive spasticity-intellectual disability-white matter lesions syndrome,Disease,Cases/families,32.0,Worldwide,Case(s),Validated
641353,Infantile neurodegeneration-progressive spasticity-intellectual disability-white matter lesions syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
641361,Neurodevelopmental delay-hypotonia-cerebellar ataxia-cardiac conduction defects syndrome,Disease,Cases/families,10.0,Worldwide,Case(s),Validated
641361,Neurodevelopmental delay-hypotonia-cerebellar ataxia-cardiac conduction defects syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
641350,Immunotherapy induced hypophysitis,Disease,Annual incidence,12.8074,Europe,Value and class,Validated
641350,Immunotherapy induced hypophysitis,Disease,Point prevalence,,Europe,Class only,Validated
642099,"Spondyloepimetaphyseal dysplasia with joint laxity, Beighton type",Disease,Cases/families,30.0,Worldwide,Case(s),Validated
642099,"Spondyloepimetaphyseal dysplasia with joint laxity, Beighton type",Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
642085,EXOC6B-related spondyloepimetaphyseal dysplasia with joint laxity,Disease,Cases/families,6.0,Worldwide,Case(s),Validated
642085,EXOC6B-related spondyloepimetaphyseal dysplasia with joint laxity,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
633004,KDM3B-related intellectual disability-facial dysmorphism-short stature syndrome,Disease,Cases/families,17.0,Worldwide,Case(s),Validated
633004,KDM3B-related intellectual disability-facial dysmorphism-short stature syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
633014,SLC12A2-related developmental delay-intellectual disability-sensorineural deafness syndrome,Disease,Cases/families,13.0,Worldwide,Case(s),Validated
633014,SLC12A2-related developmental delay-intellectual disability-sensorineural deafness syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
633124,Invasive scopulariopsis infection,Disease,Point prevalence,0.05,Europe,Value and class,Validated
633028,CPE-related Prader-Willi-like syndrome,Disease,Cases/families,8.0,Worldwide,Case(s),Validated
633028,CPE-related Prader-Willi-like syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
615970,Chronic intervillositis of unknown etiology,Disease,Point prevalence,,Worldwide,Class only,Validated
617408,Classic eosinophilic pustular folliculitis,Disease,Point prevalence,,Worldwide,Class only,Validated
617304,Amniotic fluid embolism,Disease,Point prevalence,,United Kingdom,Class only,Validated
617294,Twin anemia-polycythemia sequence,Disease,Point prevalence,,Worldwide,Class only,Validated
617301,Selective intrauterine growth restriction,Disease,Point prevalence,,Worldwide,Class only,Validated
617297,Twin-reversed arterial perfusion sequence,Disease,Point prevalence,,Worldwide,Class only,Validated
621758,Fibrosis-neurodegeneration-cerebral angiomatosis syndrome,Disease,Cases/families,10.0,Worldwide,Case(s),Validated
621758,Fibrosis-neurodegeneration-cerebral angiomatosis syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
620371,Gitelman-like kidney tubulopathy due to mitochondrial DNA mutation,Disease,Cases/families,14.0,Worldwide,Family(ies),Validated
620371,Gitelman-like kidney tubulopathy due to mitochondrial DNA mutation,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
620368,EGF-related primary hypomagnesemia with intellectual disability,Disease,Cases/families,11.0,Worldwide,Case(s),Validated
620368,EGF-related primary hypomagnesemia with intellectual disability,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
620363,Primary hypomagnesemia-generalized seizures-intellectual disability-obesity syndrome,Disease,Cases/families,11.0,Worldwide,Case(s),Validated
620363,Primary hypomagnesemia-generalized seizures-intellectual disability-obesity syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
620205,Non-syndromic bicoronal and sagittal craniosynostosis,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
620212,Non-syndromic pansynostosis,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
620192,Non-syndromic metopic and sagittal craniosynostosis,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
620198,Non-syndromic bicoronal and metopic craniosynostosis,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
620178,Non-syndromic bilambdoid craniosynostosis,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
620186,Non-syndromic unicoronal and sagittal craniosynostosis,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
620158,Non-syndromic non-specific multisutural craniosynostosis,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
620139,Non-syndromic unifrontosphenoidal craniosynostosis,Morphological anomaly,Point prevalence,0.0136,Worldwide,Value and class,Validated
620146,Non-syndromic unisquamosal craniosynostosis,Morphological anomaly,Point prevalence,1e-06,Worldwide,Class only,Validated
620102,Non-syndromic unicoronal craniosynostosis,Morphological anomaly,Point prevalence,0.1049,Worldwide,Value and class,Validated
620113,Non-syndromic unilambdoid craniosynostosis,Morphological anomaly,Point prevalence,0.0442,Worldwide,Value and class,Validated
624268,Non-specific autoimmune cerebellar ataxia without characteristic antibodies,Disease,Point prevalence,,Worldwide,Class only,Validated
624199,Non-specific autoimmune brainstem encephalitis with characteristic antibodies,Disease,Point prevalence,,Worldwide,Class only,Validated
624190,Paraneoplastic isolated brainstem encephalitis,Disease,Point prevalence,,Worldwide,Class only,Validated
624244,Postinfectious cerebellitis,Disease,Point prevalence,,Worldwide,Class only,Validated
624244,Postinfectious cerebellitis,Disease,Annual incidence,,Worldwide,Class only,Validated
624216,Non-specific autoimmune brainstem encephalitis without characteristic antibodies,Disease,Point prevalence,,Worldwide,Class only,Validated
623789,Body integrity dysphoria,Disease,Point prevalence,0.11,Worldwide,Value and class,Validated
623801,Acute flaccid myelitis,Disease,Point prevalence,,Worldwide,Class only,Validated
623801,Acute flaccid myelitis,Disease,Annual incidence,1.12,Australia,Value and class,Validated
623801,Acute flaccid myelitis,Disease,Annual incidence,0.06,Netherlands,Value and class,Validated
623801,Acute flaccid myelitis,Disease,Annual incidence,0.04,United States,Value and class,Validated
624166,Non-specific autoimmune supratentorial encephalitis with characteristic antibodies,Disease,Point prevalence,,Worldwide,Class only,Validated
624178,Non-specific autoimmune supratentorial encephalitis without characteristic antibodies,Disease,Point prevalence,,Worldwide,Class only,Validated
623615,Autoimmune limbic encephalitis,Disease,Point prevalence,1.7,Europe,Value and class,Validated
623615,Autoimmune limbic encephalitis,Disease,Annual incidence,0.25,Europe,Value and class,Validated
623626,Paraneoplastic cerebellar degeneration,Disease,Point prevalence,0.9553,Europe,Value and class,Validated
623626,Paraneoplastic cerebellar degeneration,Disease,Annual incidence,0.2225,Europe,Value and class,Validated
623626,Paraneoplastic cerebellar degeneration,Disease,Point prevalence,0.6869,France,Value and class,Validated
623626,Paraneoplastic cerebellar degeneration,Disease,Annual incidence,0.16,France,Value and class,Validated
623626,Paraneoplastic cerebellar degeneration,Disease,Point prevalence,1.2236,Italy,Value and class,Validated
623626,Paraneoplastic cerebellar degeneration,Disease,Annual incidence,0.285,Italy,Value and class,Validated
622925,X-linked severe syndromic thoracic aortic aneurysm and dissection,Malformation syndrome,Cases/families,32.0,Worldwide,Case(s),Validated
622925,X-linked severe syndromic thoracic aortic aneurysm and dissection,Malformation syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
618891,Chronic neurovisceral acid sphingomyelinase deficiency,Disease,Point prevalence,,Worldwide,Class only,Validated
617910,Conjunctival malignant melanoma,Disease,Cases/families,32.0,Worldwide,Case(s),Validated
617910,Conjunctival malignant melanoma,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
617916,Diffuse idiopathic pulmonary neuroendocrine cell hyperplasia,Disease,Cases/families,100.0,Worldwide,Case(s),Validated
617916,Diffuse idiopathic pulmonary neuroendocrine cell hyperplasia,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
617919,F12-associated cold autoinflammatory syndrome,Disease,Cases/families,4.0,Worldwide,Case(s),Validated
617919,F12-associated cold autoinflammatory syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
619941,Congenital neutropenia-combined immunodeficiency due to MKL1 deficiency,Disease,Cases/families,3.0,Worldwide,Case(s),Validated
619941,Congenital neutropenia-combined immunodeficiency due to MKL1 deficiency,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
619367,SAMD9L-associated autoinflammatory syndrome,Disease,Cases/families,6.0,Worldwide,Case(s),Validated
619367,SAMD9L-associated autoinflammatory syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
619953,Familial hyperinflammatory lymphoproliferative immunodeficiency,Disease,Cases/families,7.0,Worldwide,Case(s),Validated
619953,Familial hyperinflammatory lymphoproliferative immunodeficiency,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
619948,Early-onset autoimmunity-autoinflammation-immunodeficiency syndrome due to SOCS1 haploinsufficiency,Disease,Cases/families,10.0,Worldwide,Case(s),Validated
619948,Early-onset autoimmunity-autoinflammation-immunodeficiency syndrome due to SOCS1 haploinsufficiency,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
619979,Developmental delay-immunodeficiency-leukoencephalopathy-hypohomocysteinemia syndrome,Disease,Cases/families,4.0,Worldwide,Case(s),Validated
619979,Developmental delay-immunodeficiency-leukoencephalopathy-hypohomocysteinemia syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
619363,NOCARH syndrome,Disease,Cases/families,15.0,Worldwide,Case(s),Validated
619363,NOCARH syndrome,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
619233,Hereditary persistence of fetal hemoglobin-intellectual disability syndrome,Disease,Cases/families,9.0,Worldwide,Case(s),Validated
