ORPHAcode,simbolo_gen,nombre_gen
357043,SETX,senataxin
357064,PYCR1,pyrroline-5-carboxylate reductase 1
357074,ATP6V1E1,ATPase H+ transporting V1 subunit E1
357074,ATP6V0A2,ATPase H+ transporting V0 subunit a2
357074,ATP6V1A,ATPase H+ transporting V1 subunit A
357237,CARD11,caspase recruitment domain family member 11
357329,IL21R,interleukin 21 receptor
363396,SLITRK6,SLIT and NTRK like family member 6
363400,BSCL2,"BSCL2 lipid droplet biogenesis associated, seipin"
363409,DNM2,dynamin 2
363412,DARS1,aspartyl-tRNA synthetase 1
363417,CHSY1,chondroitin sulfate synthase 1
363424,IBA57,iron-sulfur cluster assembly factor IBA57
363432,GRID2,glutamate ionotropic receptor delta type subunit 2
363444,THOC6,THO complex subunit 6
363454,BICD2,BICD cargo adaptor 2
363494,SPRY4,sprouty RTK signaling antagonist 4
363494,KITLG,KIT ligand
363523,COG6,component of oligomeric golgi complex 6
363528,ADAT3,adenosine deaminase tRNA specific 3
363534,TWNK,twinkle mtDNA helicase
363540,CLCN2,chloride voltage-gated channel 2
363549,ADORA2A,adenosine A2a receptor
363611,CTCF,CCCTC-binding factor
363618,LMNA,lamin A/C
363623,GMPPB,GDP-mannose pyrophosphorylase B
363649,POLD1,"DNA polymerase delta 1, catalytic subunit"
363654,ATP6AP2,ATPase H+ transporting accessory protein 2
363665,PDGFRB,platelet derived growth factor receptor beta
363677,MYH2,myosin heavy chain 2
363686,GATAD2B,GATA zinc finger domain containing 2B
363694,SARS2,"seryl-tRNA synthetase 2, mitochondrial"
363700,NF1,neurofibromin 1
363710,SCA37,spinocerebellar ataxia 37
363710,DAB1,DAB adaptor protein 1
363717,GFAP,glial fibrillary acidic protein
363722,GFAP,glial fibrillary acidic protein
363727,GATA1,GATA binding protein 1
363958,KANSL1,KAT8 regulatory NSL complex subunit 1
363965,KANSL1,KAT8 regulatory NSL complex subunit 1
363969,TMPRSS4,transmembrane serine protease 4
363972,CBL,Cbl proto-oncogene
363981,SBF1,SET binding factor 1
363989,PLA2G5,phospholipase A2 group V
363992,CERS3,ceramide synthase 3
363992,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17
363999,CALCRL,calcitonin receptor like receptor
363999,THSD1,thrombospondin type 1 domain containing 1
363999,ANGPT2,angiopoietin 2
364028,GRIA3,glutamate ionotropic receptor AMPA type subunit 3
364043,ALK,ALK receptor tyrosine kinase
364055,LCA5,lebercilin LCA5
364055,RPE65,retinoid isomerohydrolase RPE65
364055,SPATA7,spermatogenesis associated 7
364055,LRAT,lecithin retinol acyltransferase
364063,ARX,aristaless related homeobox
369837,PIGT,phosphatidylinositol glycan anchor biosynthesis class T
369840,TRAPPC11,trafficking protein particle complex subunit 11
369847,TRAPPC11,trafficking protein particle complex subunit 11
369852,VPS45,vacuolar protein sorting 45 homolog
369861,TRNT1,tRNA nucleotidyl transferase 1
369867,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5
369873,SIM1,SIM bHLH transcription factor 1
369881,PREPL,prolyl endopeptidase like
369881,CAMKMT,calmodulin-lysine N-methyltransferase
369891,MED13L,mediator complex subunit 13L
369897,FBXL4,F-box and leucine rich repeat protein 4
369913,ELAC2,elaC ribonuclease Z 2
369920,AMPD2,adenosine monophosphate deaminase 2
369929,CACNA1D,calcium voltage-gated channel subunit alpha1 D
369939,BCAP31,B cell receptor associated protein 31
369942,BCAP31,B cell receptor associated protein 31
369942,ABCD1,ATP binding cassette subfamily D member 1
369955,ABCD4,ATP binding cassette subfamily D member 4
369962,HCFC1,host cell factor C1
369970,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18
369992,DSP,desmoplakin
369992,DSG1,desmoglein 1
369999,DSG1,desmoglein 1
370002,DSG1,desmoglein 1
370015,RPL13,ribosomal protein L13
370022,LAMA1,laminin subunit alpha 1
370026,KAT6A,lysine acetyltransferase 6A
370026,CREBBP,CREB binding protein
370088,LARS1,leucyl-tRNA synthetase 1
370097,SLC24A5,solute carrier family 24 member 5
370103,DYT17,dystonia 17
370109,ATM,ATM serine/threonine kinase
370334,EWSR1,EWS RNA binding protein 1
370334,FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
370334,ERG,ETS transcription factor ERG
370334,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
370348,FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
370396,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
370921,STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A
370924,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B
370927,SSR4,signal sequence receptor subunit 4
370930,XYLT1,xylosyltransferase 1
370933,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
370943,SLC35A3,solute carrier family 35 member A3
370959,POMT2,protein O-mannosyltransferase 2
370959,POMK,protein O-mannose kinase
370959,FKRP,fukutin related protein
370959,POMT1,protein O-mannosyltransferase 1
370959,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
370959,GMPPB,GDP-mannose pyrophosphorylase B
370968,LARGE1,LARGE xylosyl- and glucuronyltransferase 1
370968,GMPPB,GDP-mannose pyrophosphorylase B
370968,FKRP,fukutin related protein
370968,POMT1,protein O-mannosyltransferase 1
370968,POMT2,protein O-mannosyltransferase 2
370980,POMT1,protein O-mannosyltransferase 1
370980,FKTN,fukutin
370980,CRPPA,CDP-L-ribitol pyrophosphorylase A
370980,FKRP,fukutin related protein
370997,DAG1,dystroglycan 1
371364,UNC80,"unc-80 homolog, NALCN channel complex subunit"
371364,NALCN,"sodium leak channel, non-selective"
371428,MMP2,matrix metallopeptidase 2
371428,MMP14,matrix metallopeptidase 14
391307,TTI2,TELO2 interacting protein 2
391311,STAT1,signal transducer and activator of transcription 1
391316,TNK2,tyrosine kinase non receptor 2
391320,F5,coagulation factor V
391330,PLS3,plastin 3
391343,PRF1,perforin 1
391348,SFXN4,sideroflexin 4
391351,SURF1,SURF1 cytochrome c oxidase assembly factor
391366,SH2B3,SH2B adaptor protein 3
391372,FOXP1,forkhead box P1
391376,ASNS,asparagine synthetase (glutamine-hydrolyzing)
391389,TRPA1,transient receptor potential cation channel subfamily A member 1
391392,SCN11A,sodium voltage-gated channel alpha subunit 11
391397,SCN11A,sodium voltage-gated channel alpha subunit 11
391408,TRMT10A,tRNA methyltransferase 10A
391408,PPP1R15B,protein phosphatase 1 regulatory subunit 15B
391411,PODXL,podocalyxin like
391411,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6
391411,SYNJ1,synaptojanin 1
391428,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
391457,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10
391474,ALX3,ALX homeobox 3
391487,STAT1,signal transducer and activator of transcription 1
391490,CTLA4,cytotoxic T-lymphocyte associated protein 4
391490,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1"
391490,TNFRSF11A,TNF receptor superfamily member 11a
391641,MYCN,"MYCN proto-oncogene, bHLH transcription factor"
391646,MIR17HG,miR-17-92a-1 cluster host gene
391665,ABCG5,ATP binding cassette subfamily G member 5
391665,PCSK9,proprotein convertase subtilisin/kexin type 9
391665,APOB,apolipoprotein B
391665,ABCG8,ATP binding cassette subfamily G member 8
391665,LDLR,low density lipoprotein receptor
391665,LDLRAP1,low density lipoprotein receptor adaptor protein 1
391677,NBAS,NBAS subunit of NRZ tethering complex
394529,FLAD1,flavin adenine dinucleotide synthetase 1
394529,ETFDH,electron transfer flavoprotein dehydrogenase
394529,ETFA,electron transfer flavoprotein subunit alpha
394529,ETFB,electron transfer flavoprotein subunit beta
394532,ETFA,electron transfer flavoprotein subunit alpha
394532,FLAD1,flavin adenine dinucleotide synthetase 1
394532,ETFB,electron transfer flavoprotein subunit beta
394532,SLC25A32,solute carrier family 25 member 32
394532,ETFDH,electron transfer flavoprotein dehydrogenase
397590,IGF2,insulin like growth factor 2
397590,CDKN1C,cyclin dependent kinase inhibitor 1C
397590,PLAG1,PLAG1 zinc finger
397590,HMGA2,high mobility group AT-hook 2
397593,LYRM4,LYR motif containing 4
397593,NFS1,NFS1 cysteine desulfurase
397596,PTEN,phosphatase and tensin homolog
397596,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
397596,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1
397606,PRNP,prion protein (Kanno blood group)
397612,KPTN,"kaptin, actin binding protein"
397615,CEP19,centrosomal protein 19
397618,SLC38A8,solute carrier family 38 member 8
397623,GSC,goosecoid homeobox
397685,PRLR,prolactin receptor
397692,THPO,thrombopoietin
397692,MPL,"MPL proto-oncogene, thrombopoietin receptor"
397692,ACD,ACD shelterin complex subunit and telomerase recruitment factor
397709,SNX14,sorting nexin 14
397715,KIAA0586,KIAA0586
397715,CSPP1,centrosome and spindle pole associated protein 1
397725,COASY,Coenzyme A synthase
397735,MARS1,methionyl-tRNA synthetase 1
397744,MYH14,myosin heavy chain 14
397750,MT-ATP8,mitochondrially encoded ATP synthase membrane subunit 8
397750,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6
397755,CACNA1S,calcium voltage-gated channel subunit alpha1 S
397758,ITM2B,integral membrane protein 2B
397787,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta
397922,PIGA,phosphatidylinositol glycan anchor biosynthesis class A
397927,TBXT,T-box transcription factor T
397933,IQSEC2,IQ motif and Sec7 domain ArfGEF 2
397937,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1
397941,MAN1B1,mannosidase alpha class 1B member 1
397946,KIF1C,kinesin family member 1C
397951,TAF2,TATA-box binding protein associated factor 2
397959,TRAC,T-cell receptor alpha constant
397964,MALT1,MALT1 paracaspase
397968,TRIM2,tripartite motif containing 2
397973,TBC1D2B,TBC1 domain family member 2B
398069,MAGEL2,MAGE family member L2
398079,SIM1,SIM bHLH transcription factor 1
398088,SLC4A1,solute carrier family 4 member 1 (Diego blood group)
398189,CYP26C1,cytochrome P450 family 26 subfamily C member 1
399058,CRYAB,crystallin alpha B
399081,KLHL9,kelch like family member 9
399096,ANO5,anoctamin 5
399103,NEB,nebulin
399805,MSH5,mutS homolog 5
399805,C14ORF39,chromosome 14 open reading frame 39
399805,PDHA2,pyruvate dehydrogenase E1 subunit alpha 2
399805,TDRD9,tudor domain containing 9
399805,PNLDC1,PARN like ribonuclease domain containing exonuclease 1
399805,CCDC34,coiled-coil domain containing 34
399805,NR5A1,nuclear receptor subfamily 5 group A member 1
399805,SPAG17,sperm associated antigen 17
399805,CFTR,CF transmembrane conductance regulator
399805,CATIP,ciliogenesis associated TTC17 interacting protein
399805,XRCC2,X-ray repair cross complementing 2
399805,SOHLH1,spermatogenesis and oogenesis specific basic helix-loop-helix 1
399805,SYCE1,synaptonemal complex central element protein 1
399805,MOV10L1,Mov10 like RNA helicase 1
399805,DNHD1,dynein heavy chain domain 1
399805,TERB2,telomere repeat binding bouquet formation protein 2
399805,TERB1,telomere repeat binding bouquet formation protein 1
399805,TEX11,testis expressed 11
399805,TEX14,"testis expressed 14, intercellular bridge forming factor"
399805,ZMYND15,zinc finger MYND-type containing 15
399805,TEX15,"testis expressed 15, meiosis and synapsis associated"
399805,SHOC1,shortage in chiasmata 1
399805,TAF4B,TATA-box binding protein associated factor 4b
399805,FANCM,FA complementation group M
399805,FBXO43,F-box protein 43
399805,DNAH10,dynein axonemal heavy chain 10
399805,RPL10L,ribosomal protein L10 like
399805,RPL10L,ribosomal protein L10 like
399805,NANOS1,nanos C2HC-type zinc finger 1
399805,MEIOB,meiosis specific with OB-fold
399805,RNF212,ring finger protein 212
399805,CT55,cancer/testis antigen 55
399805,STAG3,STAG3 cohesin complex component
399805,KLHL10,kelch like family member 10
399805,SYCP3,synaptonemal complex protein 3
400025,ZFP36L2,ZFP36 ring finger protein like 2
401764,ERCC6L2,ERCC excision repair 6 like 2
401768,MICU1,mitochondrial calcium uptake 1
401777,NR2F1,nuclear receptor subfamily 2 group F member 1
401780,ARL6IP1,ADP ribosylation factor like GTPase 6 interacting protein 1
401785,ERLIN1,ER lipid raft associated 1
401795,USP8,ubiquitin specific peptidase 8
401800,WDR48,WD repeat domain 48
401805,AMPD2,adenosine monophosphate deaminase 2
401810,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
401815,ARSI,arylsulfatase family member I
401820,PGAP1,post-GPI attachment to proteins inositol deacylase 1
401830,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2
401835,MARS1,methionyl-tRNA synthetase 1
401840,ZFR,zinc finger RNA binding protein
401849,REEP2,receptor accessory protein 2
401859,LIAS,lipoic acid synthetase
401862,LIPT1,lipoyltransferase 1
401866,GLRX5,glutaredoxin 5
401869,NFU1,NFU1 iron-sulfur cluster scaffold
401874,BOLA3,bolA family member 3
401901,C9ORF72,C9orf72-SMCR8 complex subunit
401911,AXIN2,axin 2
401920,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1
401920,PRKACA,protein kinase cAMP-activated catalytic subunit alpha
401945,GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1
401948,CA5A,carbonic anhydrase 5A
401959,KPNA7,karyopherin subunit alpha 7
401964,DCAF8,DDB1 and CUL4 associated factor 8
401973,EBP,EBP cholestenol delta-isomerase
401979,PAM16,presequence translocase associated motor 16
401986,NFIA,nuclear factor I A
401996,FAN1,FANCD2 and FANCI associated nuclease 1
402003,KRT6C,keratin 6C
402014,DEK,DEK proto-oncogene
402014,NUP214,nucleoporin 214
402017,KMT2A,lysine methyltransferase 2A
402017,MLLT3,MLLT3 super elongation complex subunit
402020,MECOM,MDS1 and EVI1 complex locus
402020,RPN1,ribophorin I
402023,MRTFA,myocardin related transcription factor A
402023,RBM15,RNA binding motif protein 15
402026,NPM1,nucleophosmin 1
402041,ATP6V0A4,ATPase H+ transporting V0 subunit a4
402041,ATP6V1B1,ATPase H+ transporting V1 subunit B1
402041,WDR72,WD repeat domain 72
402041,FOXI1,forkhead box I1
402075,NKX2-5,NK2 homeobox 5
402075,NOTCH1,notch receptor 1
402075,GATA5,GATA binding protein 5
402075,SMAD6,SMAD family member 6
402082,PRICKLE2,prickle planar cell polarity protein 2
402082,POLG,"DNA polymerase gamma, catalytic subunit"
402364,MED17,mediator complex subunit 17
404437,QARS1,glutaminyl-tRNA synthetase 1
404440,SETD5,SET domain containing 5
404443,DNMT3A,DNA methyltransferase 3 alpha
404448,ADNP,activity dependent neuroprotector homeobox
404451,FBLN1,fibulin 1
404454,NGLY1,N-glycanase 1
404463,ACTA2,"actin alpha 2, smooth muscle"
404466,ZP1,zona pellucida glycoprotein 1
404466,ZP3,zona pellucida glycoprotein 3
404466,ZP2,zona pellucida glycoprotein 2
404473,CTNNB1,catenin beta 1
404476,DICER1,"dicer 1, ribonuclease III"
404493,TDP2,tyrosyl-DNA phosphodiesterase 2
404499,RUBCN,rubicon autophagy regulator
404507,GRM1,glutamate metabotropic receptor 1
404511,MITF,melanocyte inducing transcription factor
404511,PBRM1,polybromo 1
404511,TMEM127,transmembrane protein 127
404511,HNF1A,HNF1 homeobox A
404521,LAS1L,LAS1 like ribosome biogenesis factor
404546,IL36RN,interleukin 36 receptor antagonist
404553,ADA2,adenosine deaminase 2
404560,CDKN2A,cyclin dependent kinase inhibitor 2A
411493,CLP1,cleavage factor polyribonucleotide kinase subunit 1
411511,UBE3A,ubiquitin protein ligase E3A
411515,UBE3A,ubiquitin protein ligase E3A
411515,SNRPN,small nuclear ribonucleoprotein polypeptide N
411515,ATP10A,ATPase phospholipid transporting 10A (putative)
411536,PRPS1,phosphoribosyl pyrophosphate synthetase 1
411543,PRPS1,phosphoribosyl pyrophosphate synthetase 1
411590,WFS1,wolframin ER transmembrane glycoprotein
411602,GIGYF2,GRB10 interacting GYF protein 2
411602,EIF4G1,eukaryotic translation initiation factor 4 gamma 1
411602,SNCA,synuclein alpha
411602,GBA1,glucosylceramidase beta 1
411602,VPS35,VPS35 retromer complex component
411602,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13
411602,LRRK2,leucine rich repeat kinase 2
411629,CTNS,"cystinosin, lysosomal cystine transporter"
411634,CTNS,"cystinosin, lysosomal cystine transporter"
411641,CTNS,"cystinosin, lysosomal cystine transporter"
411712,SLC52A1,solute carrier family 52 member 1
411788,FGF5,fibroblast growth factor 5
411986,DOCK7,dedicator of cytokinesis 7
412022,ASPH,aspartate beta-hydroxylase
412057,STUB1,STIP1 homology and U-box containing protein 1
412066,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta
412069,AHDC1,AT-hook DNA binding motif containing 1
412181,DST,dystonin
412189,EXPH5,exophilin 5
412206,PTH1R,parathyroid hormone 1 receptor
420179,NFIX,nuclear factor I X
420429,GAA,alpha glucosidase
420485,ANO3,anoctamin 3
420492,CIZ1,CDKN1A interacting zinc finger protein 1
420561,KCNH1,potassium voltage-gated channel subfamily H member 1
420566,RASGRP2,RAS guanyl releasing protein 2
420573,CTPS1,CTP synthase 1
420584,GLI2,GLI family zinc finger 2
420611,GATA1,GATA binding protein 1
420686,KANK2,KN motif and ankyrin repeat domains 2
420699,CXCR2,C-X-C motif chemokine receptor 2
420702,CSF3R,colony stimulating factor 3 receptor
420728,VARS1,valyl-tRNA synthetase 1
420733,TARS2,"threonyl-tRNA synthetase 2, mitochondrial"
420741,RNF168,ring finger protein 168
422526,OGG1,8-oxoguanine DNA glycosylase
422526,SLC49A4,solute carrier family 49 member 4
422526,RNF139,ring finger protein 139
422526,FLCN,folliculin
422526,FHIT,fragile histidine triad diadenosine triphosphatase
422526,HSPBAP1,HSPB1 associated protein 1
422526,DIRC3,disrupted in renal carcinoma 3
423275,CCDC88C,coiled-coil domain containing 88C
423296,ELOVL5,ELOVL fatty acid elongase 5
423306,QARS1,glutaminyl-tRNA synthetase 1
423384,JAGN1,jagunal homolog 1
423454,GRHL2,grainyhead like transcription factor 2
423461,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta
423470,GNPTG,N-acetylglucosamine-1-phosphate transferase subunit gamma
423479,PRPS1,phosphoribosyl pyrophosphate synthetase 1
423894,VRK1,VRK serine/threonine kinase 1
424027,CERS1,ceramide synthase 1
424099,MAB21L2,mab-21 like 2
424107,RYR1,ryanodine receptor 1
424261,TOR1AIP1,torsin 1A interacting protein 1
425120,STING1,stimulator of interferon response cGAMP interactor 1
431149,TNFRSF4,TNF receptor superfamily member 4
431166,IFNAR2,interferon alpha and beta receptor subunit 2
431166,STAT2,signal transducer and activator of transcription 2
